segment_id,split_label,anomaly_label,domain_shift_op,domain_shift_env,imp23absu_mic,ism330dhcx_acc,ism330dhcx_gyro,split
20240423_11_06_25_segment_0,Normal_Target_Test,normal,spd1100,BckgG,imp23absu_mic_20240423_11_06_25_DataLog_0.parquet,ism330dhcx_acc_20240423_11_06_25_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_06_25_DataLog_0.parquet,test
20240423_17_42_36_segment_0,Anomaly_Target_Test,magnetic,spd1100,BckgG,imp23absu_mic_20240423_17_42_36_DataLog_0.parquet,ism330dhcx_acc_20240423_17_42_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_42_36_DataLog_0.parquet,test
20240423_15_29_36_segment_0,Normal_Source_Test,normal,spd2400,BckgA,imp23absu_mic_20240423_15_29_36_DataLog_0.parquet,ism330dhcx_acc_20240423_15_29_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_29_36_DataLog_0.parquet,test
20240423_18_16_01_segment_0,Anomaly_Source_Test,magnetic,spd2400,BckgA,imp23absu_mic_20240423_18_16_01_DataLog_0.parquet,ism330dhcx_acc_20240423_18_16_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_16_01_DataLog_0.parquet,test
20240423_17_38_11_segment_0,Anomaly_Target_Test,magnetic,spd1000,BckgE,imp23absu_mic_20240423_17_38_11_DataLog_0.parquet,ism330dhcx_acc_20240423_17_38_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_38_11_DataLog_0.parquet,test
20240423_10_24_37_segment_0,Normal_Target_Test,normal,spd1000,BckgE,imp23absu_mic_20240423_10_24_37_DataLog_0.parquet,ism330dhcx_acc_20240423_10_24_37_DataLog_0.parquet,ism330dhcx_gyro_20240423_10_24_37_DataLog_0.parquet,test
20240423_17_08_34_segment_0,Anomaly_Source_Test,belt,spd1700,BckgD,imp23absu_mic_20240423_17_08_34_DataLog_0.parquet,ism330dhcx_acc_20240423_17_08_34_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_08_34_DataLog_0.parquet,test
20240423_13_46_14_segment_0,Normal_Source_Test,normal,spd1700,BckgA,imp23absu_mic_20240423_13_46_14_DataLog_0.parquet,ism330dhcx_acc_20240423_13_46_14_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_46_14_DataLog_0.parquet,test
20240423_16_26_19_segment_0,Normal_Source_Test,normal,spd3000,BckgF,imp23absu_mic_20240423_16_26_19_DataLog_0.parquet,ism330dhcx_acc_20240423_16_26_19_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_26_19_DataLog_0.parquet,test
20240423_11_23_54_segment_0,Normal_Target_Test,normal,spd1200,BckgE,imp23absu_mic_20240423_11_23_54_DataLog_0.parquet,ism330dhcx_acc_20240423_11_23_54_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_23_54_DataLog_0.parquet,test
20240423_16_12_36_segment_0,Normal_Source_Test,normal,spd2800,BckgA,imp23absu_mic_20240423_16_12_36_DataLog_0.parquet,ism330dhcx_acc_20240423_16_12_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_12_36_DataLog_0.parquet,test
20240423_17_07_40_segment_0,Anomaly_Source_Test,belt,spd1600,BckgD,imp23absu_mic_20240423_17_07_40_DataLog_0.parquet,ism330dhcx_acc_20240423_17_07_40_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_07_40_DataLog_0.parquet,test
20240423_11_53_19_segment_0,Normal_Target_Test,normal,spd1300,BckgE,imp23absu_mic_20240423_11_53_19_DataLog_0.parquet,ism330dhcx_acc_20240423_11_53_19_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_53_19_DataLog_0.parquet,test
20240423_17_46_02_segment_0,Anomaly_Target_Test,magnetic,spd1200,BckgG,imp23absu_mic_20240423_17_46_02_DataLog_0.parquet,ism330dhcx_acc_20240423_17_46_02_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_46_02_DataLog_0.parquet,test
20240423_18_18_56_segment_0,Anomaly_Source_Test,magnetic,spd2800,BckgF,imp23absu_mic_20240423_18_18_56_DataLog_0.parquet,ism330dhcx_acc_20240423_18_18_56_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_18_56_DataLog_0.parquet,test
20240423_17_49_14_segment_0,Anomaly_Target_Test,magnetic,spd1300,BckgG,imp23absu_mic_20240423_17_49_14_DataLog_0.parquet,ism330dhcx_acc_20240423_17_49_14_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_49_14_DataLog_0.parquet,test
20240423_10_40_10_segment_0,Normal_Target_Test,normal,spd1000,BckgB,imp23absu_mic_20240423_10_40_10_DataLog_0.parquet,ism330dhcx_acc_20240423_10_40_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_10_40_10_DataLog_0.parquet,test
20240423_11_46_13_segment_0,Normal_Target_Test,normal,spd1300,BckgB,imp23absu_mic_20240423_11_46_13_DataLog_0.parquet,ism330dhcx_acc_20240423_11_46_13_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_46_13_DataLog_0.parquet,test
20240423_18_00_36_segment_0,Anomaly_Source_Test,magnetic,spd1600,BckgC,imp23absu_mic_20240423_18_00_36_DataLog_0.parquet,ism330dhcx_acc_20240423_18_00_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_00_36_DataLog_0.parquet,test
20240423_15_32_01_segment_0,Normal_Source_Test,normal,spd2400,BckgD,imp23absu_mic_20240423_15_32_01_DataLog_0.parquet,ism330dhcx_acc_20240423_15_32_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_32_01_DataLog_0.parquet,test
20240423_17_09_42_segment_0,Anomaly_Source_Test,belt,spd1700,BckgC,imp23absu_mic_20240423_17_09_42_DataLog_0.parquet,ism330dhcx_acc_20240423_17_09_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_09_42_DataLog_0.parquet,test
20240423_17_00_04_segment_0,Anomaly_Target_Test,belt,spd1400,BckgG,imp23absu_mic_20240423_17_00_04_DataLog_0.parquet,ism330dhcx_acc_20240423_17_00_04_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_00_04_DataLog_0.parquet,test
20240423_15_52_59_segment_0,Normal_Source_Test,normal,spd2800,BckgC,imp23absu_mic_20240423_15_52_59_DataLog_0.parquet,ism330dhcx_acc_20240423_15_52_59_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_52_59_DataLog_0.parquet,test
20240423_12_14_23_segment_0,Normal_Target_Test,normal,spd1400,BckgB,imp23absu_mic_20240423_12_14_23_DataLog_0.parquet,ism330dhcx_acc_20240423_12_14_23_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_14_23_DataLog_0.parquet,test
20240423_17_18_04_segment_0,Anomaly_Source_Test,belt,spd2000,BckgD,imp23absu_mic_20240423_17_18_04_DataLog_0.parquet,ism330dhcx_acc_20240423_17_18_04_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_18_04_DataLog_0.parquet,test
20240423_18_05_38_segment_0,Anomaly_Source_Test,magnetic,spd1800,BckgC,imp23absu_mic_20240423_18_05_38_DataLog_0.parquet,ism330dhcx_acc_20240423_18_05_38_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_05_38_DataLog_0.parquet,test
20240423_16_11_17_segment_0,Normal_Source_Test,normal,spd2800,BckgF,imp23absu_mic_20240423_16_11_17_DataLog_0.parquet,ism330dhcx_acc_20240423_16_11_17_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_11_17_DataLog_0.parquet,test
20240423_17_53_42_segment_0,Anomaly_Target_Test,magnetic,spd1400,BckgE,imp23absu_mic_20240423_17_53_42_DataLog_0.parquet,ism330dhcx_acc_20240423_17_53_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_53_42_DataLog_0.parquet,test
20240423_13_46_24_segment_0,Normal_Source_Test,normal,spd1700,BckgD,imp23absu_mic_20240423_13_46_24_DataLog_0.parquet,ism330dhcx_acc_20240423_13_46_24_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_46_24_DataLog_0.parquet,test
20240423_17_06_03_segment_0,Anomaly_Source_Test,belt,spd1600,BckgC,imp23absu_mic_20240423_17_06_03_DataLog_0.parquet,ism330dhcx_acc_20240423_17_06_03_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_06_03_DataLog_0.parquet,test
20240423_16_24_41_segment_0,Normal_Source_Test,normal,spd3000,BckgF,imp23absu_mic_20240423_16_24_41_DataLog_0.parquet,ism330dhcx_acc_20240423_16_24_41_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_24_41_DataLog_0.parquet,test
20240423_16_52_40_segment_0,Anomaly_Target_Test,belt,spd1100,BckgB,imp23absu_mic_20240423_16_52_40_DataLog_0.parquet,ism330dhcx_acc_20240423_16_52_40_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_52_40_DataLog_0.parquet,test
20240423_17_46_21_segment_0,Anomaly_Target_Test,magnetic,spd1200,BckgG,imp23absu_mic_20240423_17_46_21_DataLog_0.parquet,ism330dhcx_acc_20240423_17_46_21_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_46_21_DataLog_0.parquet,test
20240423_11_17_37_segment_0,Normal_Target_Test,normal,spd1200,BckgG,imp23absu_mic_20240423_11_17_37_DataLog_0.parquet,ism330dhcx_acc_20240423_11_17_37_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_17_37_DataLog_0.parquet,test
20240423_17_42_58_segment_0,Anomaly_Target_Test,magnetic,spd1100,BckgE,imp23absu_mic_20240423_17_42_58_DataLog_0.parquet,ism330dhcx_acc_20240423_17_42_58_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_42_58_DataLog_0.parquet,test
20240423_12_23_15_segment_0,Normal_Target_Test,normal,spd1400,BckgE,imp23absu_mic_20240423_12_23_15_DataLog_0.parquet,ism330dhcx_acc_20240423_12_23_15_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_23_15_DataLog_0.parquet,test
20240423_17_48_45_segment_0,Anomaly_Target_Test,magnetic,spd1300,BckgB,imp23absu_mic_20240423_17_48_45_DataLog_0.parquet,ism330dhcx_acc_20240423_17_48_45_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_48_45_DataLog_0.parquet,test
20240423_11_17_27_segment_0,Normal_Target_Test,normal,spd1200,BckgB,imp23absu_mic_20240423_11_17_27_DataLog_0.parquet,ism330dhcx_acc_20240423_11_17_27_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_17_27_DataLog_0.parquet,test
20240423_13_44_24_segment_0,Normal_Source_Test,normal,spd1700,BckgC,imp23absu_mic_20240423_13_44_24_DataLog_0.parquet,ism330dhcx_acc_20240423_13_44_24_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_44_24_DataLog_0.parquet,test
20240423_16_48_36_segment_0,Anomaly_Target_Test,belt,spd1000,BckgG,imp23absu_mic_20240423_16_48_36_DataLog_0.parquet,ism330dhcx_acc_20240423_16_48_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_48_36_DataLog_0.parquet,test
20240423_16_59_44_segment_0,Anomaly_Target_Test,belt,spd1400,BckgB,imp23absu_mic_20240423_16_59_44_DataLog_0.parquet,ism330dhcx_acc_20240423_16_59_44_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_59_44_DataLog_0.parquet,test
20240423_12_29_32_segment_0,Normal_Target_Test,normal,spd1400,BckgE,imp23absu_mic_20240423_12_29_32_DataLog_0.parquet,ism330dhcx_acc_20240423_12_29_32_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_29_32_DataLog_0.parquet,test
20240423_13_25_34_segment_0,Normal_Source_Test,normal,spd1600,BckgF,imp23absu_mic_20240423_13_25_34_DataLog_0.parquet,ism330dhcx_acc_20240423_13_25_34_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_25_34_DataLog_0.parquet,test
20240423_18_15_02_segment_0,Anomaly_Source_Test,magnetic,spd2400,BckgF,imp23absu_mic_20240423_18_15_02_DataLog_0.parquet,ism330dhcx_acc_20240423_18_15_02_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_15_02_DataLog_0.parquet,test
20240423_18_08_26_segment_0,Anomaly_Source_Test,magnetic,spd1900,BckgC,imp23absu_mic_20240423_18_08_26_DataLog_0.parquet,ism330dhcx_acc_20240423_18_08_26_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_08_26_DataLog_0.parquet,test
20240423_17_11_42_segment_0,Anomaly_Source_Test,belt,spd1800,BckgA,imp23absu_mic_20240423_17_11_42_DataLog_0.parquet,ism330dhcx_acc_20240423_17_11_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_11_42_DataLog_0.parquet,test
20240423_11_51_10_segment_0,Normal_Target_Test,normal,spd1300,BckgB,imp23absu_mic_20240423_11_51_10_DataLog_0.parquet,ism330dhcx_acc_20240423_11_51_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_51_10_DataLog_0.parquet,test
20240423_12_53_45_segment_0,Normal_Source_Test,normal,spd1500,BckgF,imp23absu_mic_20240423_12_53_45_DataLog_0.parquet,ism330dhcx_acc_20240423_12_53_45_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_53_45_DataLog_0.parquet,test
20240423_11_18_07_segment_0,Normal_Target_Test,normal,spd1200,BckgB,imp23absu_mic_20240423_11_18_07_DataLog_0.parquet,ism330dhcx_acc_20240423_11_18_07_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_18_07_DataLog_0.parquet,test
20240423_17_10_50_segment_0,Anomaly_Source_Test,belt,spd1700,BckgA,imp23absu_mic_20240423_17_10_50_DataLog_0.parquet,ism330dhcx_acc_20240423_17_10_50_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_10_50_DataLog_0.parquet,test
20240423_14_10_24_segment_0,Normal_Source_Test,normal,spd1800,BckgF,imp23absu_mic_20240423_14_10_24_DataLog_0.parquet,ism330dhcx_acc_20240423_14_10_24_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_10_24_DataLog_0.parquet,test
20240423_13_38_08_segment_0,Normal_Source_Test,normal,spd1700,BckgC,imp23absu_mic_20240423_13_38_08_DataLog_0.parquet,ism330dhcx_acc_20240423_13_38_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_38_08_DataLog_0.parquet,test
20240423_17_49_04_segment_0,Anomaly_Target_Test,magnetic,spd1300,BckgG,imp23absu_mic_20240423_17_49_04_DataLog_0.parquet,ism330dhcx_acc_20240423_17_49_04_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_49_04_DataLog_0.parquet,test
20240423_17_28_11_segment_0,Anomaly_Source_Test,belt,spd3000,BckgD,imp23absu_mic_20240423_17_28_11_DataLog_0.parquet,ism330dhcx_acc_20240423_17_28_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_28_11_DataLog_0.parquet,test
20240423_17_15_47_segment_0,Anomaly_Source_Test,belt,spd1900,BckgD,imp23absu_mic_20240423_17_15_47_DataLog_0.parquet,ism330dhcx_acc_20240423_17_15_47_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_15_47_DataLog_0.parquet,test
20240423_17_04_44_segment_0,Anomaly_Source_Test,belt,spd1500,BckgD,imp23absu_mic_20240423_17_04_44_DataLog_0.parquet,ism330dhcx_acc_20240423_17_04_44_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_04_44_DataLog_0.parquet,test
20240423_11_05_26_segment_0,Normal_Target_Test,normal,spd1100,BckgG,imp23absu_mic_20240423_11_05_26_DataLog_0.parquet,ism330dhcx_acc_20240423_11_05_26_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_05_26_DataLog_0.parquet,test
20240423_17_59_16_segment_0,Anomaly_Source_Test,magnetic,spd1600,BckgF,imp23absu_mic_20240423_17_59_16_DataLog_0.parquet,ism330dhcx_acc_20240423_17_59_16_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_59_16_DataLog_0.parquet,test
20240423_18_22_11_segment_0,Anomaly_Source_Test,magnetic,spd3000,BckgC,imp23absu_mic_20240423_18_22_11_DataLog_0.parquet,ism330dhcx_acc_20240423_18_22_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_22_11_DataLog_0.parquet,test
20240423_12_16_58_segment_0,Normal_Target_Test,normal,spd1400,BckgE,imp23absu_mic_20240423_12_16_58_DataLog_0.parquet,ism330dhcx_acc_20240423_12_16_58_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_16_58_DataLog_0.parquet,test
20240423_13_03_46_segment_0,Normal_Source_Test,normal,spd1500,BckgA,imp23absu_mic_20240423_13_03_46_DataLog_0.parquet,ism330dhcx_acc_20240423_13_03_46_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_03_46_DataLog_0.parquet,test
20240423_17_00_23_segment_0,Anomaly_Target_Test,belt,spd1400,BckgE,imp23absu_mic_20240423_17_00_23_DataLog_0.parquet,ism330dhcx_acc_20240423_17_00_23_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_00_23_DataLog_0.parquet,test
20240423_18_13_57_segment_0,Anomaly_Source_Test,magnetic,spd2000,BckgA,imp23absu_mic_20240423_18_13_57_DataLog_0.parquet,ism330dhcx_acc_20240423_18_13_57_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_13_57_DataLog_0.parquet,test
20240423_16_30_17_segment_0,Normal_Source_Test,normal,spd3000,BckgA,imp23absu_mic_20240423_16_30_17_DataLog_0.parquet,ism330dhcx_acc_20240423_16_30_17_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_30_17_DataLog_0.parquet,test
20240423_16_53_19_segment_0,Anomaly_Target_Test,belt,spd1100,BckgE,imp23absu_mic_20240423_16_53_19_DataLog_0.parquet,ism330dhcx_acc_20240423_16_53_19_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_53_19_DataLog_0.parquet,test
20240423_17_02_38_segment_0,Anomaly_Source_Test,belt,spd1500,BckgA,imp23absu_mic_20240423_17_02_38_DataLog_0.parquet,ism330dhcx_acc_20240423_17_02_38_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_02_38_DataLog_0.parquet,test
20240423_15_06_11_segment_0,Normal_Source_Test,normal,spd2000,BckgD,imp23absu_mic_20240423_15_06_11_DataLog_0.parquet,ism330dhcx_acc_20240423_15_06_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_06_11_DataLog_0.parquet,test
20240423_17_04_25_segment_0,Anomaly_Source_Test,belt,spd1500,BckgC,imp23absu_mic_20240423_17_04_25_DataLog_0.parquet,ism330dhcx_acc_20240423_17_04_25_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_04_25_DataLog_0.parquet,test
20240423_16_58_01_segment_0,Anomaly_Target_Test,belt,spd1300,BckgE,imp23absu_mic_20240423_16_58_01_DataLog_0.parquet,ism330dhcx_acc_20240423_16_58_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_58_01_DataLog_0.parquet,test
20240423_13_09_16_segment_0,Normal_Source_Test,normal,spd1600,BckgA,imp23absu_mic_20240423_13_09_16_DataLog_0.parquet,ism330dhcx_acc_20240423_13_09_16_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_09_16_DataLog_0.parquet,test
20240423_18_11_48_segment_0,Anomaly_Source_Test,magnetic,spd2000,BckgC,imp23absu_mic_20240423_18_11_48_DataLog_0.parquet,ism330dhcx_acc_20240423_18_11_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_11_48_DataLog_0.parquet,test
20240423_17_19_02_segment_0,Anomaly_Source_Test,belt,spd2000,BckgF,imp23absu_mic_20240423_17_19_02_DataLog_0.parquet,ism330dhcx_acc_20240423_17_19_02_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_19_02_DataLog_0.parquet,test
20240423_11_53_29_segment_0,Normal_Target_Test,normal,spd1300,BckgG,imp23absu_mic_20240423_11_53_29_DataLog_0.parquet,ism330dhcx_acc_20240423_11_53_29_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_53_29_DataLog_0.parquet,test
20240423_17_39_58_segment_0,Anomaly_Target_Test,magnetic,spd1000,BckgE,imp23absu_mic_20240423_17_39_58_DataLog_0.parquet,ism330dhcx_acc_20240423_17_39_58_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_39_58_DataLog_0.parquet,test
20240423_18_01_39_segment_0,Anomaly_Source_Test,magnetic,spd1700,BckgF,imp23absu_mic_20240423_18_01_39_DataLog_0.parquet,ism330dhcx_acc_20240423_18_01_39_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_01_39_DataLog_0.parquet,test
20240423_10_38_29_segment_0,Normal_Target_Test,normal,spd1000,BckgB,imp23absu_mic_20240423_10_38_29_DataLog_0.parquet,ism330dhcx_acc_20240423_10_38_29_DataLog_0.parquet,ism330dhcx_gyro_20240423_10_38_29_DataLog_0.parquet,test
20240423_17_21_53_segment_0,Anomaly_Source_Test,belt,spd2400,BckgD,imp23absu_mic_20240423_17_21_53_DataLog_0.parquet,ism330dhcx_acc_20240423_17_21_53_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_21_53_DataLog_0.parquet,test
20240423_15_10_03_segment_0,Normal_Source_Test,normal,spd2000,BckgC,imp23absu_mic_20240423_15_10_03_DataLog_0.parquet,ism330dhcx_acc_20240423_15_10_03_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_10_03_DataLog_0.parquet,test
20240423_18_09_15_segment_0,Anomaly_Source_Test,magnetic,spd1900,BckgF,imp23absu_mic_20240423_18_09_15_DataLog_0.parquet,ism330dhcx_acc_20240423_18_09_15_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_09_15_DataLog_0.parquet,test
20240423_10_20_50_segment_0,Normal_Target_Test,normal,spd1000,BckgB,imp23absu_mic_20240423_10_20_50_DataLog_0.parquet,ism330dhcx_acc_20240423_10_20_50_DataLog_0.parquet,ism330dhcx_gyro_20240423_10_20_50_DataLog_0.parquet,test
20240423_12_17_27_segment_0,Normal_Target_Test,normal,spd1400,BckgE,imp23absu_mic_20240423_12_17_27_DataLog_0.parquet,ism330dhcx_acc_20240423_12_17_27_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_17_27_DataLog_0.parquet,test
20240423_14_05_16_segment_0,Normal_Source_Test,normal,spd1800,BckgC,imp23absu_mic_20240423_14_05_16_DataLog_0.parquet,ism330dhcx_acc_20240423_14_05_16_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_05_16_DataLog_0.parquet,test
20240423_11_32_19_segment_0,Normal_Target_Test,normal,spd1200,BckgE,imp23absu_mic_20240423_11_32_19_DataLog_0.parquet,ism330dhcx_acc_20240423_11_32_19_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_32_19_DataLog_0.parquet,test
20240423_15_23_55_segment_0,Normal_Source_Test,normal,spd2400,BckgC,imp23absu_mic_20240423_15_23_55_DataLog_0.parquet,ism330dhcx_acc_20240423_15_23_55_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_23_55_DataLog_0.parquet,test
20240423_16_10_08_segment_0,Normal_Source_Test,normal,spd2800,BckgA,imp23absu_mic_20240423_16_10_08_DataLog_0.parquet,ism330dhcx_acc_20240423_16_10_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_10_08_DataLog_0.parquet,test
20240423_10_31_31_segment_0,Normal_Target_Test,normal,spd1000,BckgG,imp23absu_mic_20240423_10_31_31_DataLog_0.parquet,ism330dhcx_acc_20240423_10_31_31_DataLog_0.parquet,ism330dhcx_gyro_20240423_10_31_31_DataLog_0.parquet,test
20240423_11_47_03_segment_0,Normal_Target_Test,normal,spd1300,BckgB,imp23absu_mic_20240423_11_47_03_DataLog_0.parquet,ism330dhcx_acc_20240423_11_47_03_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_47_03_DataLog_0.parquet,test
20240423_15_52_10_segment_0,Normal_Source_Test,normal,spd2800,BckgA,imp23absu_mic_20240423_15_52_10_DataLog_0.parquet,ism330dhcx_acc_20240423_15_52_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_52_10_DataLog_0.parquet,test
20240423_18_22_20_segment_0,Anomaly_Source_Test,magnetic,spd3000,BckgF,imp23absu_mic_20240423_18_22_20_DataLog_0.parquet,ism330dhcx_acc_20240423_18_22_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_22_20_DataLog_0.parquet,test
20240423_12_55_42_segment_0,Normal_Source_Test,normal,spd1500,BckgC,imp23absu_mic_20240423_12_55_42_DataLog_0.parquet,ism330dhcx_acc_20240423_12_55_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_55_42_DataLog_0.parquet,test
20240423_13_27_42_segment_0,Normal_Source_Test,normal,spd1600,BckgC,imp23absu_mic_20240423_13_27_42_DataLog_0.parquet,ism330dhcx_acc_20240423_13_27_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_27_42_DataLog_0.parquet,test
20240423_17_53_52_segment_0,Anomaly_Target_Test,magnetic,spd1400,BckgG,imp23absu_mic_20240423_17_53_52_DataLog_0.parquet,ism330dhcx_acc_20240423_17_53_52_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_53_52_DataLog_0.parquet,test
20240423_14_00_28_segment_0,Normal_Source_Test,normal,spd1800,BckgD,imp23absu_mic_20240423_14_00_28_DataLog_0.parquet,ism330dhcx_acc_20240423_14_00_28_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_00_28_DataLog_0.parquet,test
20240423_15_41_19_segment_0,Normal_Source_Test,normal,spd2400,BckgA,imp23absu_mic_20240423_15_41_19_DataLog_0.parquet,ism330dhcx_acc_20240423_15_41_19_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_41_19_DataLog_0.parquet,test
20240423_16_33_04_segment_0,Normal_Source_Test,normal,spd3000,BckgD,imp23absu_mic_20240423_16_33_04_DataLog_0.parquet,ism330dhcx_acc_20240423_16_33_04_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_33_04_DataLog_0.parquet,test
20240423_16_55_40_segment_0,Anomaly_Target_Test,belt,spd1200,BckgE,imp23absu_mic_20240423_16_55_40_DataLog_0.parquet,ism330dhcx_acc_20240423_16_55_40_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_55_40_DataLog_0.parquet,test
20240423_17_23_28_segment_0,Anomaly_Source_Test,belt,spd2800,BckgC,imp23absu_mic_20240423_17_23_28_DataLog_0.parquet,ism330dhcx_acc_20240423_17_23_28_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_23_28_DataLog_0.parquet,test
20240423_15_08_46_segment_0,Normal_Source_Test,normal,spd2000,BckgA,imp23absu_mic_20240423_15_08_46_DataLog_0.parquet,ism330dhcx_acc_20240423_15_08_46_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_08_46_DataLog_0.parquet,test
20240423_17_45_02_segment_0,Anomaly_Target_Test,magnetic,spd1200,BckgG,imp23absu_mic_20240423_17_45_02_DataLog_0.parquet,ism330dhcx_acc_20240423_17_45_02_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_45_02_DataLog_0.parquet,test
20240423_14_15_01_segment_0,Normal_Source_Test,normal,spd1800,BckgF,imp23absu_mic_20240423_14_15_01_DataLog_0.parquet,ism330dhcx_acc_20240423_14_15_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_15_01_DataLog_0.parquet,test
20240423_16_50_03_segment_0,Anomaly_Target_Test,belt,spd1000,BckgG,imp23absu_mic_20240423_16_50_03_DataLog_0.parquet,ism330dhcx_acc_20240423_16_50_03_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_50_03_DataLog_0.parquet,test
20240423_12_19_13_segment_0,Normal_Target_Test,normal,spd1400,BckgG,imp23absu_mic_20240423_12_19_13_DataLog_0.parquet,ism330dhcx_acc_20240423_12_19_13_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_19_13_DataLog_0.parquet,test
